id,pokemon,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape
177,natu,177,2,20,64,psychic,flying,50,45,40,70,45,70,synchronize,early-bird,magic-bounce,#F85888,#A890F0,#E465A1,flying,,177.png,2,,88,9,wings
178,xatu,178,15,150,165,psychic,flying,75,70,65,95,70,95,synchronize,early-bird,magic-bounce,#F85888,#A890F0,#E465A1,flying,,178.png,2,177,88,9,wings
179,mareep,179,6,78,56,electric,,40,40,55,65,45,35,static,,plus,#F8D030,,,monster,ground,179.png,2,,89,8,quadruped
180,flaaffy,180,8,133,128,electric,,55,55,70,80,60,45,static,,plus,#F8D030,,,monster,ground,180.png,2,179,89,6,upright
181,ampharos,181,14,615,230,electric,,75,85,90,115,90,55,static,,plus,#F8D030,,,monster,ground,181.png,2,180,89,6,upright
182,bellossom,182,4,58,221,grass,,80,95,75,90,100,50,chlorophyll,,healer,#78C850,,,plant,,182.png,2,44,18,12,humanoid
183,marill,183,4,85,88,water,fairy,20,50,70,20,50,40,thick-fat,huge-power,sap-sipper,#6890F0,#EE99AC,#8892DF,water1,fairy,183.png,2,298,90,6,upright
184,azumarill,184,8,285,189,water,fairy,50,80,100,60,80,50,thick-fat,huge-power,sap-sipper,#6890F0,#EE99AC,#8892DF,water1,fairy,184.png,2,183,90,6,upright
185,sudowoodo,185,12,380,144,rock,,100,115,70,30,65,30,sturdy,rock-head,rattled,#B8A038,,,mineral,,185.png,2,438,91,12,humanoid
186,politoed,186,11,339,225,water,,75,75,90,90,100,70,water-absorb,damp,drizzle,#6890F0,,,water1,,186.png,2,61,26,12,humanoid
187,hoppip,187,4,5,50,grass,flying,35,40,35,35,55,50,chlorophyll,leaf-guard,infiltrator,#78C850,#A890F0,#83BA76,fairy,plant,187.png,2,,92,6,upright
188,skiploom,188,6,10,119,grass,flying,45,50,55,45,65,80,chlorophyll,leaf-guard,infiltrator,#78C850,#A890F0,#83BA76,fairy,plant,188.png,2,187,92,6,upright
189,jumpluff,189,8,30,207,grass,flying,55,70,75,55,95,110,chlorophyll,leaf-guard,infiltrator,#78C850,#A890F0,#83BA76,fairy,plant,189.png,2,188,92,6,upright
190,aipom,190,8,115,72,normal,,70,55,55,40,55,85,run-away,pickup,skill-link,#A8A878,,,ground,,190.png,2,,93,6,upright
191,sunkern,191,3,18,36,grass,,30,30,30,30,30,30,chlorophyll,solar-power,early-bird,#78C850,,,plant,,191.png,2,,94,1,ball
192,sunflora,192,8,85,149,grass,,75,55,75,105,85,30,chlorophyll,solar-power,early-bird,#78C850,,,plant,,192.png,2,191,94,12,humanoid
193,yanma,193,12,380,78,bug,flying,65,45,65,75,45,95,speed-boost,compound-eyes,frisk,#A8B820,#A890F0,#A8AE52,bug,,193.png,2,,95,13,bug-wings
194,wooper,194,4,85,42,water,ground,45,45,55,25,25,15,damp,water-absorb,uware,#6890F0,#E0C068,#859BCF,water1,ground,194.png,2,,96,7,legs
195,quagsire,195,14,750,151,water,ground,85,85,95,65,65,35,damp,water-absorb,uware,#6890F0,#E0C068,#859BCF,water1,ground,195.png,2,194,96,6,upright
196,espeon,196,9,265,184,psychic,,65,60,65,130,95,110,synchronize,,magic-bounce,#F85888,,,ground,,196.png,2,133,67,8,quadruped
197,umbreon,197,10,270,184,dark,,65,110,95,60,130,65,synchronize,,inner-focus,#705848,,,ground,,197.png,2,133,67,8,quadruped
198,murkrow,198,5,21,81,dark,flying,85,42,60,85,42,91,insomnia,super-luck,prankster,#705848,#A890F0,#7D6570,flying,,198.png,2,,97,9,wings
199,slowking,199,20,795,172,water,psychic,75,80,95,100,110,30,oblivious,own-tempo,regenerator,#6890F0,#F85888,#8A82D6,monster,water1,199.png,2,79,33,6,upright
200,misdreavus,200,7,10,87,ghost,,60,60,60,85,85,85,levitate,,,#705898,,,indetermite,,200.png,2,,98,1,ball
201,unown,201,5,50,118,psychic,,72,48,48,72,48,48,levitate,,,#F85888,,,no-eggs,,201.png,2,,99,1,ball
202,wobbuffet,202,13,285,142,psychic,,33,58,190,33,58,33,shadow-tag,,telepathy,#F85888,,,indetermite,,202.png,2,360,100,5,blob
203,girafarig,203,15,415,159,normal,psychic,80,65,70,90,65,85,inner-focus,early-bird,sap-sipper,#A8A878,#F85888,#BB947B,ground,,203.png,2,,101,8,quadruped
204,pineco,204,6,72,58,bug,,65,90,50,35,35,15,sturdy,,overcoat,#A8B820,,,bug,,204.png,2,,102,1,ball
205,forretress,205,12,1258,163,bug,steel,90,140,75,60,60,40,sturdy,,overcoat,#A8B820,#B8B8D0,#ABB84A,bug,,205.png,2,204,102,1,ball
206,dunsparce,206,15,140,145,normal,,70,70,100,65,65,45,serene-grace,run-away,rattled,#A8A878,,,ground,,206.png,2,,103,2,squiggle
207,gligar,207,11,648,86,ground,flying,75,105,65,35,65,85,hyper-cutter,sand-veil,immunity,#E0C068,#A890F0,#D2B488,bug,,207.png,2,,104,9,wings
208,steelix,208,92,4000,179,steel,ground,85,200,75,55,65,30,rock-head,sturdy,sheer-force,#B8B8D0,#E0C068,#C1B9B6,mineral,,208.png,2,95,41,2,squiggle
209,snubbull,209,6,78,60,fairy,,80,50,60,40,40,30,intimidate,run-away,rattled,#EE99AC,,,ground,fairy,209.png,2,,105,12,humanoid
210,granbull,210,14,487,158,fairy,,120,75,90,60,60,45,intimidate,quick-feet,rattled,#EE99AC,,,ground,fairy,210.png,2,209,105,6,upright
211,qwilfish,211,5,39,86,water,poison,95,75,65,55,55,85,poison-point,swift-swim,intimidate,#6890F0,#A040A0,#757CDC,water2,,211.png,2,,106,3,fish
212,scizor,212,18,1180,175,bug,steel,130,100,70,55,80,65,swarm,technician,light-metal,#A8B820,#B8B8D0,#ABB84A,bug,,212.png,2,123,58,13,bug-wings
213,shuckle,213,6,205,177,bug,rock,10,230,20,10,230,5,sturdy,gluttony,contrary,#A8B820,#B8A038,#ABB225,bug,,213.png,2,,107,14,armor
214,heracross,214,15,540,175,bug,fighting,125,75,80,40,95,85,swarm,guts,moxie,#A8B820,#C03028,#AD9721,bug,,214.png,2,,108,12,humanoid
215,sneasel,215,9,280,86,dark,ice,95,55,55,35,75,115,inner-focus,keen-eye,pickpocket,#705848,#98D8D8,#79776A,ground,,215.png,2,,109,6,upright
216,teddiursa,216,6,88,66,normal,,80,50,60,50,50,40,pickup,quick-feet,honey-gather,#A8A878,,,ground,,216.png,2,,110,6,upright
217,ursaring,217,18,1258,175,normal,,130,75,90,75,75,55,guts,quick-feet,unnerve,#A8A878,,,ground,,217.png,2,216,110,6,upright
218,slugma,218,7,350,50,fire,,40,40,40,70,40,20,magma-armor,flame-body,weak-armor,#F08030,,,indetermite,,218.png,2,,111,2,squiggle
219,magcargo,219,8,550,144,fire,rock,50,120,50,80,80,30,magma-armor,flame-body,weak-armor,#F08030,#B8A038,#E28731,indetermite,,219.png,2,218,111,2,squiggle
220,swinub,220,4,65,50,ice,ground,50,40,50,30,30,50,oblivious,snow-cloak,thick-fat,#98D8D8,#E0C068,#A9D2BC,ground,,220.png,2,,112,8,quadruped
221,piloswine,221,11,558,158,ice,ground,100,80,100,60,60,50,oblivious,snow-cloak,thick-fat,#98D8D8,#E0C068,#A9D2BC,ground,,221.png,2,220,112,8,quadruped
222,corsola,222,6,50,133,water,rock,55,85,55,65,85,35,hustle,tural-cure,regenerator,#6890F0,#B8A038,#7B93C3,water1,water3,222.png,2,,113,14,armor
223,remoraid,223,6,120,60,water,,65,35,35,65,35,65,hustle,sniper,moody,#6890F0,,,water1,water2,223.png,2,,114,3,fish
224,octillery,224,9,285,168,water,,105,75,75,105,75,45,suction-cups,sniper,moody,#6890F0,,,water1,water2,224.png,2,223,114,10,tentacles
225,delibird,225,9,160,116,ice,flying,55,45,45,65,45,75,vital-spirit,hustle,insomnia,#98D8D8,#A890F0,#9BC6DD,water1,ground,225.png,2,,115,9,wings
226,mantine,226,21,2200,163,water,flying,40,70,65,80,140,70,swift-swim,water-absorb,water-veil,#6890F0,#A890F0,#7790F0,water1,,226.png,2,458,116,9,wings
227,skarmory,227,17,505,163,steel,flying,80,140,65,40,70,70,keen-eye,sturdy,weak-armor,#B8B8D0,#A890F0,#B4AED7,flying,,227.png,2,,117,9,wings
228,houndour,228,6,108,66,dark,fire,60,30,45,80,50,65,early-bird,flash-fire,unnerve,#705848,#F08030,#8F6142,ground,,228.png,2,,118,8,quadruped
229,houndoom,229,14,350,175,dark,fire,90,50,75,110,80,95,early-bird,flash-fire,unnerve,#705848,#F08030,#8F6142,ground,,229.png,2,228,118,8,quadruped
230,kingdra,230,18,1520,243,water,dragon,95,95,75,95,95,85,swift-swim,sniper,damp,#6890F0,#7038F8,#697AF1,water1,dragon,230.png,2,117,54,5,blob
231,phanpy,231,5,335,66,ground,,60,60,90,40,40,40,pickup,,sand-veil,#E0C068,,,ground,,231.png,2,,119,8,quadruped
232,donphan,232,11,1200,175,ground,,120,120,90,60,60,50,sturdy,,sand-veil,#E0C068,,,ground,,232.png,2,231,119,8,quadruped
233,porygon2,233,6,325,180,normal,,80,90,85,105,95,60,trace,download,alytic,#A8A878,,,mineral,,233.png,2,137,68,7,legs
234,stantler,234,14,712,163,normal,,95,62,73,85,65,85,intimidate,frisk,sap-sipper,#A8A878,,,ground,,234.png,2,,120,8,quadruped
235,smeargle,235,12,580,88,normal,,20,35,55,20,45,75,own-tempo,technician,moody,#A8A878,,,ground,,235.png,2,,121,6,upright
236,tyrogue,236,7,210,42,fighting,,35,35,35,35,35,35,guts,steadfast,vital-spirit,#C03028,,,no-eggs,,236.png,2,,47,12,humanoid
237,hitmontop,237,14,480,159,fighting,,95,95,50,35,110,70,intimidate,technician,steadfast,#C03028,,,humanshape,,237.png,2,236,47,6,upright
238,smoochum,238,4,60,61,ice,psychic,30,15,45,85,65,65,oblivious,forewarn,hydration,#98D8D8,#F85888,#AFB8C4,no-eggs,,238.png,2,,59,12,humanoid
239,elekid,239,6,235,72,electric,,63,37,45,65,55,95,static,,vital-spirit,#F8D030,,,no-eggs,,239.png,2,,60,12,humanoid
240,magby,240,7,214,73,fire,,75,37,45,70,55,83,flame-body,,vital-spirit,#F08030,,,no-eggs,,240.png,2,,61,6,upright
241,miltank,241,12,755,172,normal,,80,105,95,40,70,100,thick-fat,scrappy,sap-sipper,#A8A878,,,ground,,241.png,2,,122,6,upright
242,blissey,242,15,468,608,normal,,10,10,255,75,135,55,tural-cure,serene-grace,healer,#A8A878,,,fairy,,242.png,2,113,51,12,humanoid
243,raikou,243,19,1780,261,electric,,85,75,90,115,100,115,pressure,,volt-absorb,#F8D030,,,no-eggs,,243.png,2,,123,8,quadruped
244,entei,244,21,1980,261,fire,,115,85,115,90,75,100,pressure,,flash-fire,#F08030,,,no-eggs,,244.png,2,,124,8,quadruped
245,suicune,245,20,1870,261,water,,75,115,100,90,115,85,pressure,,water-absorb,#6890F0,,,no-eggs,,245.png,2,,125,8,quadruped
246,larvitar,246,6,720,60,rock,ground,64,50,50,45,50,41,guts,,sand-veil,#B8A038,#E0C068,#C1A743,monster,,246.png,2,,126,6,upright
247,pupitar,247,12,1520,144,rock,ground,84,70,70,65,70,51,shed-skin,,,#B8A038,#E0C068,#C1A743,monster,,247.png,2,246,126,2,squiggle
248,tyranitar,248,20,2020,270,rock,dark,134,110,100,95,100,61,sand-stream,,unnerve,#B8A038,#705848,#A68E3B,monster,,248.png,2,247,126,6,upright
249,lugia,249,52,2160,306,psychic,flying,90,130,106,90,154,110,pressure,,multiscale,#F85888,#A890F0,#E465A1,no-eggs,,249.png,2,,127,9,wings
250,ho-oh,250,38,1990,306,fire,flying,130,90,106,110,154,90,pressure,,regenerator,#F08030,#A890F0,#DE835E,no-eggs,,250.png,2,,128,9,wings
251,celebi,251,6,50,270,psychic,grass,100,100,100,100,100,100,tural-cure,,,#F85888,#78C850,#D8737A,no-eggs,,251.png,2,,129,12,humanoid
252,treecko,252,5,50,62,grass,,45,35,40,65,55,70,overgrow,,unburden,#78C850,,,monster,dragon,252.png,3,,130,6,upright
253,grovyle,253,9,216,142,grass,,65,45,50,85,65,95,overgrow,,unburden,#78C850,,,monster,dragon,253.png,3,252,130,6,upright
254,sceptile,254,17,522,239,grass,,85,65,70,105,85,120,overgrow,,unburden,#78C850,,,monster,dragon,254.png,3,253,130,6,upright
255,torchic,255,4,25,62,fire,,60,40,45,70,50,45,blaze,,speed-boost,#F08030,,,ground,,255.png,3,,131,7,legs
256,combusken,256,9,195,142,fire,fighting,85,60,60,85,60,55,blaze,,speed-boost,#F08030,#C03028,#E46C2E,ground,,256.png,3,255,131,6,upright
257,blaziken,257,19,520,239,fire,fighting,120,70,80,110,70,80,blaze,,speed-boost,#F08030,#C03028,#E46C2E,ground,,257.png,3,256,131,6,upright
258,mudkip,258,4,76,62,water,,70,50,50,50,50,40,torrent,,damp,#6890F0,,,monster,water1,258.png,3,,132,8,quadruped
259,marshtomp,259,7,280,142,water,ground,85,70,70,60,70,50,torrent,,damp,#6890F0,#E0C068,#859BCF,monster,water1,259.png,3,258,132,6,upright
260,swampert,260,15,819,241,water,ground,110,90,100,85,90,60,torrent,,damp,#6890F0,#E0C068,#859BCF,monster,water1,260.png,3,259,132,6,upright
261,poochye,261,5,136,44,dark,,55,35,35,30,30,35,run-away,quick-feet,rattled,#705848,,,ground,,261.png,3,,133,8,quadruped
262,mightye,262,10,370,147,dark,,90,70,70,60,60,70,intimidate,quick-feet,moxie,#705848,,,ground,,262.png,3,261,133,8,quadruped
263,zigzagoon,263,4,175,48,normal,,30,41,38,30,41,60,pickup,gluttony,quick-feet,#A8A878,,,ground,,263.png,3,,134,8,quadruped
264,linoone,264,5,325,147,normal,,70,61,78,50,61,100,pickup,gluttony,quick-feet,#A8A878,,,ground,,264.png,3,263,134,8,quadruped
265,wurmple,265,3,36,39,bug,,45,35,45,20,30,20,shield-dust,,run-away,#A8B820,,,bug,,265.png,3,,135,2,squiggle
266,silcoon,266,6,100,72,bug,,35,55,50,25,25,15,shed-skin,,,#A8B820,,,bug,,266.png,3,265,135,1,ball
267,beautifly,267,10,284,178,bug,flying,70,50,60,100,50,65,swarm,,rivalry,#A8B820,#A890F0,#A8AE52,bug,,267.png,3,266,135,13,bug-wings
268,cascoon,268,7,115,41,bug,,35,55,50,25,25,15,shed-skin,,,#A8B820,,,bug,,268.png,3,265,135,1,ball
269,dustox,269,12,316,135,bug,poison,50,70,60,50,90,65,shield-dust,,compound-eyes,#A8B820,#A040A0,#A69A3F,bug,,269.png,3,268,135,13,bug-wings
270,lotad,270,5,26,44,water,grass,30,30,40,40,50,30,swift-swim,rain-dish,own-tempo,#6890F0,#78C850,#6B9DC9,water1,plant,270.png,3,,136,14,armor
271,lombre,271,12,325,119,water,grass,50,50,60,60,70,50,swift-swim,rain-dish,own-tempo,#6890F0,#78C850,#6B9DC9,water1,plant,271.png,3,270,136,12,humanoid
272,ludicolo,272,15,550,216,water,grass,70,70,80,90,100,70,swift-swim,rain-dish,own-tempo,#6890F0,#78C850,#6B9DC9,water1,plant,272.png,3,271,136,12,humanoid
273,seedot,273,5,40,44,grass,,40,50,40,30,30,30,chlorophyll,early-bird,pickpocket,#78C850,,,ground,plant,273.png,3,,137,7,legs
274,nuzleaf,274,10,280,119,grass,dark,70,40,70,60,40,60,chlorophyll,early-bird,pickpocket,#78C850,#705848,#76AC4E,ground,plant,274.png,3,273,137,12,humanoid
275,shiftry,275,13,596,216,grass,dark,100,60,90,90,60,80,chlorophyll,early-bird,pickpocket,#78C850,#705848,#76AC4E,ground,plant,275.png,3,274,137,12,humanoid
276,taillow,276,3,23,54,normal,flying,55,30,40,30,30,85,guts,,scrappy,#A8A878,#A890F0,#A8A295,flying,,276.png,3,,138,9,wings
277,swellow,277,7,198,151,normal,flying,85,60,60,50,50,125,guts,,scrappy,#A8A878,#A890F0,#A8A295,flying,,277.png,3,276,138,9,wings
278,wingull,278,6,95,54,water,flying,30,30,40,55,30,85,keen-eye,,rain-dish,#6890F0,#A890F0,#7790F0,water1,flying,278.png,3,,139,9,wings
279,pelipper,279,12,280,151,water,flying,50,100,60,85,70,65,keen-eye,,rain-dish,#6890F0,#A890F0,#7790F0,water1,flying,279.png,3,278,139,9,wings
280,ralts,280,4,66,40,psychic,fairy,25,25,28,45,35,40,synchronize,trace,telepathy,#F85888,#EE99AC,#F56790,indetermite,,280.png,3,,140,12,humanoid
281,kirlia,281,8,202,97,psychic,fairy,35,35,38,65,55,50,synchronize,trace,telepathy,#F85888,#EE99AC,#F56790,indetermite,,281.png,3,280,140,12,humanoid
282,gardevoir,282,16,484,233,psychic,fairy,65,65,68,125,115,80,synchronize,trace,telepathy,#F85888,#EE99AC,#F56790,indetermite,,282.png,3,281,140,12,humanoid
283,surskit,283,5,17,54,bug,water,30,32,40,50,52,65,swift-swim,,rain-dish,#A8B820,#6890F0,#98AE52,water1,bug,283.png,3,,141,14,armor
284,masquerain,284,8,36,145,bug,flying,60,62,70,80,82,60,intimidate,,unnerve,#A8B820,#A890F0,#A8AE52,water1,bug,284.png,3,283,141,13,bug-wings
285,shroomish,285,4,45,59,grass,,40,60,60,40,60,35,effect-spore,poison-heal,quick-feet,#78C850,,,fairy,plant,285.png,3,,142,7,legs
286,breloom,286,12,392,161,grass,fighting,130,80,60,60,60,70,effect-spore,poison-heal,technician,#78C850,#C03028,#89A346,fairy,plant,286.png,3,285,142,6,upright
287,slakoth,287,8,240,56,normal,,60,60,60,35,35,30,truant,,,#A8A878,,,ground,,287.png,3,,143,8,quadruped
288,vigoroth,288,14,465,154,normal,,80,80,80,55,55,90,vital-spirit,,,#A8A878,,,ground,,288.png,3,287,143,6,upright
289,slaking,289,20,1305,252,normal,,160,100,150,95,65,100,truant,,,#A8A878,,,ground,,289.png,3,288,143,12,humanoid
290,nincada,290,5,55,53,bug,ground,45,90,31,30,30,40,compound-eyes,,run-away,#A8B820,#E0C068,#B5B931,bug,,290.png,3,,144,14,armor
291,ninjask,291,8,120,160,bug,flying,90,45,61,50,50,160,speed-boost,,infiltrator,#A8B820,#A890F0,#A8AE52,bug,,291.png,3,290,144,13,bug-wings
292,shedinja,292,8,12,83,bug,ghost,90,45,1,30,30,40,wonder-guard,,,#A8B820,#705898,#9AA03D,mineral,,292.png,3,290,144,5,blob
293,whismur,293,6,163,48,normal,,51,23,64,51,23,28,soundproof,,rattled,#A8A878,,,monster,ground,293.png,3,,145,6,upright
294,loudred,294,10,405,126,normal,,71,43,84,71,43,48,soundproof,,scrappy,#A8A878,,,monster,ground,294.png,3,293,145,6,upright
295,exploud,295,15,840,221,normal,,91,63,104,91,73,68,soundproof,,scrappy,#A8A878,,,monster,ground,295.png,3,294,145,6,upright
296,makuhita,296,10,864,47,fighting,,60,30,72,20,30,25,thick-fat,guts,sheer-force,#C03028,,,humanshape,,296.png,3,,146,12,humanoid
297,hariyama,297,23,2538,166,fighting,,120,60,144,40,60,50,thick-fat,guts,sheer-force,#C03028,,,humanshape,,297.png,3,296,146,12,humanoid
298,azurill,298,2,20,38,normal,fairy,20,40,50,20,40,20,thick-fat,huge-power,sap-sipper,#A8A878,#EE99AC,#B8A484,no-eggs,,298.png,3,,90,7,legs
299,nosepass,299,10,970,75,rock,,45,135,30,45,90,30,sturdy,magnet-pull,sand-force,#B8A038,,,mineral,,299.png,3,,147,12,humanoid
300,skitty,300,6,110,52,normal,,45,45,50,35,35,50,cute-charm,normalize,wonder-skin,#A8A878,,,ground,fairy,300.png,3,,148,8,quadruped
301,delcatty,301,11,326,133,normal,,65,65,70,55,55,70,cute-charm,normalize,wonder-skin,#A8A878,,,ground,fairy,301.png,3,300,148,8,quadruped
302,sableye,302,5,110,133,dark,ghost,75,75,50,65,65,50,keen-eye,stall,prankster,#705848,#705898,#70585B,humanshape,,302.png,3,,149,12,humanoid
303,mawile,303,6,115,133,steel,fairy,85,85,50,55,55,50,hyper-cutter,intimidate,sheer-force,#B8B8D0,#EE99AC,#C5B0C7,ground,fairy,303.png,3,,150,12,humanoid
304,aron,304,4,600,66,steel,rock,70,100,50,40,40,30,sturdy,rock-head,heavy-metal,#B8B8D0,#B8A038,#B8B2AB,monster,,304.png,3,,151,8,quadruped
305,lairon,305,9,1200,151,steel,rock,90,140,60,50,50,40,sturdy,rock-head,heavy-metal,#B8B8D0,#B8A038,#B8B2AB,monster,,305.png,3,304,151,8,quadruped
306,aggron,306,21,3600,239,steel,rock,110,180,70,60,60,50,sturdy,rock-head,heavy-metal,#B8B8D0,#B8A038,#B8B2AB,monster,,306.png,3,305,151,6,upright
307,meditite,307,6,112,56,fighting,psychic,40,55,30,40,55,60,pure-power,,telepathy,#C03028,#F85888,#CD393F,humanshape,,307.png,3,,152,12,humanoid
308,medicham,308,13,315,144,fighting,psychic,60,75,60,60,75,80,pure-power,,telepathy,#C03028,#F85888,#CD393F,humanshape,,308.png,3,307,152,12,humanoid
309,electrike,309,6,152,59,electric,,45,40,40,65,40,65,static,lightning-rod,minus,#F8D030,,,ground,,309.png,3,,153,8,quadruped
310,manectric,310,15,402,166,electric,,75,60,70,105,60,105,static,lightning-rod,minus,#F8D030,,,ground,,310.png,3,309,153,8,quadruped
311,plusle,311,4,42,142,electric,,50,40,60,85,75,95,plus,,lightning-rod,#F8D030,,,fairy,,311.png,3,,154,6,upright
312,minun,312,4,42,142,electric,,40,50,60,75,85,95,minus,,volt-absorb,#F8D030,,,fairy,,312.png,3,,155,6,upright
313,volbeat,313,7,177,140,bug,,73,55,65,47,75,85,illumite,swarm,prankster,#A8B820,,,bug,humanshape,313.png,3,,156,6,upright
314,illumise,314,6,177,140,bug,,47,55,65,73,75,85,oblivious,tinted-lens,prankster,#A8B820,,,bug,humanshape,314.png,3,,157,12,humanoid
315,roselia,315,3,20,140,grass,poison,60,45,50,100,80,65,tural-cure,poison-point,leaf-guard,#78C850,#A040A0,#81A763,fairy,plant,315.png,3,406,158,12,humanoid
316,gulpin,316,4,103,60,poison,,43,53,70,43,53,40,liquid-ooze,sticky-hold,gluttony,#A040A0,,,indetermite,,316.png,3,,159,4,arms
317,swalot,317,17,800,163,poison,,73,83,100,73,83,55,liquid-ooze,sticky-hold,gluttony,#A040A0,,,indetermite,,317.png,3,316,159,4,arms
318,carvanha,318,8,208,61,water,dark,90,20,45,65,20,65,rough-skin,,speed-boost,#6890F0,#705848,#6982C7,water2,,318.png,3,,160,3,fish
319,sharpedo,319,18,888,161,water,dark,120,40,70,95,40,95,rough-skin,,speed-boost,#6890F0,#705848,#6982C7,water2,,319.png,3,318,160,3,fish
320,wailmer,320,20,1300,80,water,,70,35,130,70,35,60,water-veil,oblivious,pressure,#6890F0,,,ground,water2,320.png,3,,161,3,fish
321,wailord,321,145,3980,175,water,,90,45,170,90,45,60,water-veil,oblivious,pressure,#6890F0,,,ground,water2,321.png,3,320,161,3,fish
322,numel,322,7,240,61,fire,ground,60,40,60,65,45,35,oblivious,simple,own-tempo,#F08030,#E0C068,#EC8F3D,ground,,322.png,3,,162,8,quadruped
323,camerupt,323,19,2200,161,fire,ground,100,70,70,105,75,40,magma-armor,solid-rock,anger-point,#F08030,#E0C068,#EC8F3D,ground,,323.png,3,322,162,8,quadruped
324,torkoal,324,5,804,165,fire,,85,140,70,85,70,20,white-smoke,,shell-armor,#F08030,,,ground,,324.png,3,,163,8,quadruped
325,spoink,325,7,306,66,psychic,,25,35,60,70,80,60,thick-fat,own-tempo,gluttony,#F85888,,,ground,,325.png,3,,164,4,arms
326,grumpig,326,9,715,165,psychic,,45,65,80,90,110,80,thick-fat,own-tempo,gluttony,#F85888,,,ground,,326.png,3,325,164,6,upright
327,spinda,327,11,50,126,normal,,60,60,60,60,60,60,own-tempo,tangled-feet,contrary,#A8A878,,,ground,humanshape,327.png,3,,165,6,upright
328,trapinch,328,7,150,58,ground,,100,45,45,45,45,10,hyper-cutter,are-trap,sheer-force,#E0C068,,,bug,,328.png,3,,166,14,armor
329,vibrava,329,11,153,119,ground,dragon,70,50,50,50,50,70,levitate,,,#E0C068,#7038F8,#C49F8A,bug,,329.png,3,328,166,13,bug-wings
330,flygon,330,20,820,234,ground,dragon,100,80,80,80,80,100,levitate,,,#E0C068,#7038F8,#C49F8A,bug,,330.png,3,329,166,9,wings
331,cacnea,331,4,513,67,grass,,85,40,50,85,40,35,sand-veil,,water-absorb,#78C850,,,plant,humanshape,331.png,3,,167,12,humanoid
332,cacturne,332,13,774,166,grass,dark,115,60,70,115,60,55,sand-veil,,water-absorb,#78C850,#705848,#76AC4E,plant,humanshape,332.png,3,331,167,12,humanoid
333,swablu,333,4,12,62,normal,flying,40,60,45,40,75,50,tural-cure,,cloud-nine,#A8A878,#A890F0,#A8A295,flying,dragon,333.png,3,,168,9,wings
334,altaria,334,11,206,172,dragon,flying,70,90,75,70,105,80,tural-cure,,cloud-nine,#7038F8,#A890F0,#7D4DF6,flying,dragon,334.png,3,333,168,9,wings
335,zangoose,335,13,403,160,normal,,115,60,73,60,60,90,immunity,,toxic-boost,#A8A878,,,ground,,335.png,3,,169,6,upright
336,seviper,336,27,525,160,poison,,100,60,73,100,60,65,shed-skin,,infiltrator,#A040A0,,,ground,dragon,336.png,3,,170,2,squiggle
337,lutone,337,10,1680,154,rock,psychic,55,65,70,95,85,70,levitate,,,#B8A038,#F85888,#C78E4B,mineral,,337.png,3,,171,1,ball
338,solrock,338,12,1540,154,rock,psychic,95,85,70,55,65,70,levitate,,,#B8A038,#F85888,#C78E4B,mineral,,338.png,3,,172,1,ball
339,barboach,339,4,19,58,water,ground,48,43,50,46,41,60,oblivious,anticipation,hydration,#6890F0,#E0C068,#859BCF,water2,,339.png,3,,173,3,fish
340,whiscash,340,9,236,164,water,ground,78,73,110,76,71,60,oblivious,anticipation,hydration,#6890F0,#E0C068,#859BCF,water2,,340.png,3,339,173,3,fish
341,corphish,341,6,115,62,water,,80,65,43,50,35,35,hyper-cutter,shell-armor,adaptability,#6890F0,,,water1,water3,341.png,3,,174,14,armor
342,crawdaunt,342,11,328,164,water,dark,120,85,63,90,55,55,hyper-cutter,shell-armor,adaptability,#6890F0,#705848,#6982C7,water1,water3,342.png,3,341,174,14,armor
343,baltoy,343,5,215,60,ground,psychic,40,55,40,40,70,55,levitate,,,#E0C068,#F85888,#E5A66F,mineral,,343.png,3,,175,4,arms
344,claydol,344,15,1080,175,ground,psychic,70,105,60,70,120,75,levitate,,,#E0C068,#F85888,#E5A66F,mineral,,344.png,3,343,175,4,arms
345,lileep,345,10,238,71,rock,grass,41,77,66,61,87,23,suction-cups,,storm-drain,#B8A038,#78C850,#A8A93D,water3,,345.png,3,,176,5,blob
346,cradily,346,15,604,173,rock,grass,81,97,86,81,107,43,suction-cups,,storm-drain,#B8A038,#78C850,#A8A93D,water3,,346.png,3,345,176,5,blob
347,anorith,347,7,125,71,rock,bug,95,50,45,40,50,75,battle-armor,,swift-swim,#B8A038,#A8B820,#B4A532,water3,,347.png,3,,177,14,armor
348,armaldo,348,15,682,173,rock,bug,125,100,75,70,80,45,battle-armor,,swift-swim,#B8A038,#A8B820,#B4A532,water3,,348.png,3,347,177,6,upright
349,feebas,349,6,74,40,water,,15,20,20,10,55,80,swift-swim,oblivious,adaptability,#6890F0,,,water1,dragon,349.png,3,,178,3,fish
350,milotic,350,62,1620,189,water,,60,79,95,100,125,81,marvel-scale,competitive,cute-charm,#6890F0,,,water1,dragon,350.png,3,349,178,2,squiggle
351,castform,351,3,8,147,normal,,70,70,70,70,70,70,forecast,,,#A8A878,,,fairy,indetermite,351.png,3,,179,1,ball
352,kecleon,352,10,220,154,normal,,90,70,60,60,120,40,color-change,,protean,#A8A878,,,ground,,352.png,3,,180,6,upright
